"date","category1","category2","category3","fulltext","attachmentLink","resolution"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14g.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Sebastian Pawlowicz request installation of crosswalk on Rexhame Rd.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2022sep15032258","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14h.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Sheila Bilotta et al. request installation of flashing crosswalk light on Hamilton St. at the crosswalk in the vicinity of 489 Hamilton St.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023jan27010430","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14i.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Irene Montecalvo et al. request installation of speed monitoring devices on Lake Ave. in the vicinity of Belmont St.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023mar15023132","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14j.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Peter Maybay request installation of speed monitoring device on Goddard Memorial Dr. in the vicinity of Parsons Hill Dr.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023apr06103514","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14k.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Councilor Sarai Rivera request installation of a four-way stop sign at Southgate St. and Gardner St.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2021nov19121800","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14l.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Councilor Candy Mero-Carlson on behalf of Amelia O'Brian request installation of four-way stop signage at the intersection of Gosnold St. and Andover St.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2022apr22011719","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14m.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of John Yanczewski request traffic enforcement on Richland St.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023jun15110636","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14n.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of John Yanczewski request installation of ""No Parking Anytime Monday to Friday 6:30a.m. to 8:00 a.m. and 1:30 p.m. to 3:00 p.m."" signage on both sides of Richland St.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023jun15110912","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14o.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Gordon Duncan request Haviland St. be reviewed for installation of speed humps and/or other traffic calming measures: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023jan20115628","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14p.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Gordon Duncan request Germain St. be reviewed for installation of speed humps and/or other traffic calming measures: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023jan20115857","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","14. - REPORTS OF THE COMMITTEE ON TRAFFIC AND PARKING","14q.",,"REPORT OF THE COMMITTEE ON TRAFFIC AND PARKING  Upon the Petition of Gordon Duncan request installation of ""No Parking Anytime"" signage on Bancroft Tower Rd. in the vicinity of 17 and18 Bancroft Tower Rd.: recommend Petition be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023feb24024817","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #14c CC)"
"2023-09-26","15. - REPORTS OF THE COMMITTEE ON URBAN TECHNOLOGIES, INNOVATION AND ENVIRONMENT","15a.",,"REPORT OF THE COMMITTEE ON URBAN TECHNOLOGIES, INNOVATION AND ENVIRONMENT  Upon the Communication of the City Manager Transmitting informational communication relative to the Worcester 311 service: recommend Communication be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cm2022may20095859","Mayor Petty read the item and moved for a roll call vote to accept items #15a CC through #15c CC. Accepted on a roll call vote of 11 Yeas and 0 Nays"
"2023-09-26","15. - REPORTS OF THE COMMITTEE ON URBAN TECHNOLOGIES, INNOVATION AND ENVIRONMENT","15b.",,"REPORT OF THE COMMITTEE ON URBAN TECHNOLOGIES, INNOVATION AND ENVIRONMENT  Upon the Communication of the City Clerk transmitting an informational communication relative to the city�s efforts to implement new agenda management software through Rock Solid Technology�s program, PrimeGov: recommend Communication be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023aug18125050","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #15a CC)"
"2023-09-26","15. - REPORTS OF THE COMMITTEE ON URBAN TECHNOLOGIES, INNOVATION AND ENVIRONMENT","15c.",,"REPORT OF THE COMMITTEE ON URBAN TECHNOLOGIES, INNOVATION AND ENVIRONMENT  Upon the Communication of the City Clerk transmitting an informational communication updating City Council as to the procurement of the constituent data management program Community Fluency: recommend Communication be placed on file.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2022oct21031804","Accepted on a roll call vote of 11 Yeas and 0 Nays (See Item #15a CC)"
"2023-09-26","16. - TO BE ORDAINED","16a.",,"An Ordinance Amending Section Fourteen of Article Three of Part II of the Revised Ordinances Of 2015 Creating the Elm Park Neighborhood Historic District.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023apr20030148","Mayor Petty read the item and moved for a roll call vote to ordain items #16a CC through #16m CC. Ordained on a roll call vote of 11 Yeas and 0 Nays"
"2023-09-26","16. - TO BE ORDAINED","16b.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Amend Metered Parking Zones On A Portion Of Lincoln Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2022may06104004","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16c.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Provide Handicap Parking In Front Of #39 Perry Avenue.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023jan03124001","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16d.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Provide Handicap Parking On Claremont Street Near The Intersection With Main Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023feb03022506","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16e.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Remove Handicap Parking In Front Of #55 Plantation Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023apr07105816","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16f.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Provide Handicap Parking In Front Of #13 Greendale Avenue.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023may05013349","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16g.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Provide Handicap Parking In Front Of #15 Jaques Avenue.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023may19101204","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16h.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Provide Handicap Parking In Front Of #57 Laurel Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023may19101446","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16i.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Provide Handicap Parking In Front Of #25 Arlington Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023may19105415","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16j.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Prohibit Parking On The Northerly Side Of A Portion Of Short Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023feb03013757","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16k.",,"An Ordinance Amending Section 42 Of Chapter 13 Of The Revised Ordinances Of 2008 To Prohibit Parking On A Portion Of Lincoln Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023apr06103255","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16l.",,"Amending Section 43 of Chapter 13 of the Revised Ordinances of 2008 to Amend the Winter Parking Ban on Harmon Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2022dec05031820","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","16. - TO BE ORDAINED","16m.",,"An Ordinance Amending Section 29 Of Chapter 13 Of The Revised Ordinances Of 2008 Providing For A Stop Sign On Southbound Beaver Brook Parkway At Maywood Street.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2021aug30095315","Ordained on a roll call vote of 11 Yeas and 0 Nays (See Item #16a CC)"
"2023-09-26","17. - TABLED UNDER PRIVILEGE","17a.",,"PETITION of Tracy Novick et al. request City Council request City Manager intervene with the Massachusetts Bay Transit Authority, Keolis Commuter Services and the state government to preserve at least one ""Worcester Express"" train that arrives in Boston at a time allowing for 8 a.m. arrivals to work and at least one leaving Boston allowing for leaving work at 4 p.m. or later. Further, request City Council advocate that both current and future residents of the city be informed of and better consulted in such changes moving forward. (Tabled Under Privilege - Mero-Carlson September 19, 2023)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep15020411","Referred to Public Service and Transportation Committee on a roll call vote of 11 Yeas and 0 Nays (See Item #9d CC)"
"2023-09-26","18. - TABLED ITEMS","18a.",,"ORDER of Councilor Konstantina B. Lukes - Request City Manager request City Solicitor provide City Council with a legal opinion regarding the process of instituting a residential rent control program and the resulting impact of implementing such a program. (Tabled Under Privilege - Lukes September 17, 2019 and September 24, 2019 and Tabled - Lukes October 15, 2019)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2019sep13031558","No action taken"
"2023-09-26","18. - TABLED ITEMS","18b.",,"RESOLUTION of Councilor Khrystian E. King - That the City Council of the City of Worcester does hereby support Representative Rebecca Rauch and Senator Sonia Chang-Diaz�s SD 699 HD 1283, An Act effectuating equity in COVID-19 Vaccination Bill. (Tabled Under Privilege - Bergman February 9, 2021 and Tabled - Bergman February 23, 2021)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2021feb05035401","No action taken"
"2023-09-26","18. - TABLED ITEMS","18c.",,"ORDER of Councilor Sarai Rivera - Request City Manager consider prioritizing American Rescue Plan Act (ARPA) funding for REC Worcester�s capital project involving the development of the new REC Worcester headquarters and Center for Food Justice and Urban Agriculture (for Worcester and Central Massachusetts), in an effort to support community food security, as well as youth development and employment. (Tabled Under Privilege - Mero-Carlson October 26, 2021 and Tabled Under Privilege - Petty November 9, 2021 and Tabled - Rivera November 16, 2021)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2021oct21013527","No action taken"
"2023-09-26","18. - TABLED ITEMS","18d.",,"CHAIRMAN'S ORDER FROM THE COMMITTEE ON EDUCATION  - Request City Council work to ensure City Council and School Committee districts are parallel, so as to ensure public clarity. (Tabled Under Privilege - Mero-Carlson May 24, 2022 and June 7, 2022 and Tabled - Petty June 14, 2022)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2022mar25013029","No action taken"
"2023-09-26","18. - TABLED ITEMS","18e.",,"REPORT OF THE COMMITTEE ON PUBLIC SERVICE AND TRANSPORTATION  Upon the  Order of Councilor Morris A. Bergman and Councilor Candy Mero-Carlson - Request Standing Committee on Public Service and Transportation Committee hold a public discussion with the WRTA Administrator relative to the removal of a bus route that passes the EcoTarium, 222 Harrington Way: recommend Communication be placed on file. (Tabled Under Privilege - Bergman January 17, 2023 and Tabled Under Privilege - Mero-Carlson January 24, 2023 and Tabled - Mero-Carlson January 31, 2023)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2022dec15112241","No action taken"
"2023-09-26","18. - TABLED ITEMS","18f.",,"REPORT OF THE COMMITTEE ON PUBLIC SERVICE AND TRANSPORTATION  Upon the  Order of Councilor Sarai Rivera and Councilor Khrystian E. King - Request Standing Committee on Public Service and Transportation meet with the WRTA Administrator to provide City Council with a report concerning the WRTA�s winter weather plan, especially including information as to how snow will be removed at each of the bus stops: recommend Order be placed on file. (Tabled Under Privilege - Bergman January 17, 2023 and Tabled Under Privilege - Mero-Carlson January 24, 2023 and Tabled - Mero-Carlson January 31, 2023)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2022dec15125524","No action taken"
"2023-09-26","18. - TABLED ITEMS","18g.",,"ORDER of Councilor Etel Haxhiaj and Councilor Thu Nguyen - Request City Manager work with appropriate departments and stakeholders to establish an Office of Housing Stability in an effort to prevent the involuntary displacement of city residents who are in the process of being evicted or at the risk of losing their housing, as well as to enact policies to combat displacement, homelessness and enhance tenants� rights. (Tabled Under Privilege - Haxhiaj July 18, 2023 and Tabled - Haxhiaj August 22, 2023)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023jul14091910","No action taken"
"2023-09-26","18. - TABLED ITEMS","18h.",,"COMMUNICATION of the City Manager transmitting informational communication relative to draft ordinances related to pregnancy service centers. (Tabled Under Privilege - Colorio August 22, 2023 and Tabled Under Privilege - Rose September 12, 2023 and Tabled - Rose September 19, 2023)","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cm2023aug17041231","No action taken"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20a.",,"Motion Toomey @ #12a CC � Request City Manager request Chief Sustainability Officer provide City Council with a report concerning how the Building Stretch Energy Code and Municipal Opt-In Specialized Code may impact specific types of buildings and their needs, including biotechnical buildings.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28025726","Order adopted on a roll call vote of 11 Yeas and 0 Nays (See Item #12a CC)"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20b.",,"Motion Toomey @ #12a CC � Request City Manager request Chief Sustainability Officer provide City Council with a report concerning whether Boston and Cambridge have seen a decrease in the number of biotechnical buildings built since their adoption of the Building Stretch Energy Code and Municipal Opt-In Specialized Code. Further, said report should also include information as to whether any issues or unintended consequences have occurred for said municipalities since the discussed codes were adopted.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28030058","Order adopted on a roll call vote of 11 Yeas and 0 Nays (See Item #12a CC)"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20c.",,"Motion King @ #9b CC � Request City Manager review any technology that could be purchased by the city to aid in the inspection trench work done by the city�s utility companies. Further, request City Manager determine the feasibility of fining utility companies whenever a location fails to meet standards associated with repairing the road after trench work.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28030439","Order adopted on a roll call vote of 10 Yeas and 0 Nays (Nguyen absent) (See Item #9b CC)"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20d.",,"Motion King @ #9k CC � Request City Manager request Commissioner of Transportation and Mobility provide City Council with a report concerning whether the city can calculate the efficacy of speed humps. Further, request City Manager request Commissioner of Transportation and Mobility include in said reports whether any grants are available to provide financial aid in installing speed humps.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28031109","Order adopted on a roll call vote of 11 Yeas and 0 Nays"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20e.",,"Motion Toomey @ #9l CC � Request City Manager request Commissioner of Transportation and Mobility provide City Council with a report concerning the feasibility of installing crosswalk light sensors at crosswalks that blink for both pedestrians and bicyclists.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28031514","Order adopted on a roll call vote of 11 Yeas and 0 Nays (See Item #9l CC)"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20f.",,"Motion Russell @ #9o CC � Request City Manager provide outreach to educate residents of the various options available for putting recycling out to be collected, including but not limited to the use of city bins and the use of purchased rolling containers.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28031844","Order adopted on a roll call vote of 11 Yeas and 0 Nays (See Item #9o CC)"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20g.",,"Motion Toomey @ #9s CC � Request City Manager request Commissioner of Transportation and Mobility review technologies that could be pursued by the city to improve flow of vehicles and pedestrian safety, such as IBM Smart Traffic Lights.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28032217","Order adopted on a roll call vote of 11 Yeas and 0 Nays (See Item #9s CC)"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20h.",,"Motion Toomey @ #9s CC � Request City Manager reach out to WPI to encourage its students to complete a study of potential traffic engineering innovations that could be completed in the city.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28032753","Order adopted on a roll call vote of 11 Yeas and 0 Nays (See Item #9s CC)"
"2023-09-26","20. - NEW BUSINESS UNDER SUSPENSION OF RULES - Items brought forth under suspension at the September 26, 2023 City Council meeting.","20i.",,"PETITION � Councilor Candy Mero-Carlson request removal of parking meters in front of 37 Mechanic St., with a Fifteen (15) Minute Parking zone large enough for two (2) spaces being installed in its place.","https://www.worcesterma.gov/cgi-bin/weblink.cgi?unique_id=cc2023sep28033604","Referred to Traffic and Parking Committee on a roll call vote of 11 Yeas and 0 Nays"
